record_id,farmer_id,county,sub_county,farm_area_ha,crop_primary,crop_secondary,rain_mm_gs,eo_ndvi_gs,irrigated,soil_quality_index,input_cost_kes,sales_kes,yield_t_ha,mpesa_txn_count_90d,mpesa_inflow_kes_90d,prior_default,processor_contract,insured,agritech_score,gov_subsidy,loan_amount_kes,tenor_months,interest_rate_pct,climate_risk_index,risk_score_internal,default_or_claim,split
rec_0001430,farmer_1538456,Elgeyo-Marakwet,,2.211,sugarcane,,1013.3,0.661,False,0.546,75484.0,664445.0,73.769,58,129283.0,False,True,True,0.432,False,232891.0,6,23.67,0.467,0.182,False,train
rec_0001431,farmer_0543904,Nyeri,,1.373,dairy-fodder,dairy-fodder,1169.5,0.684,False,0.343,46031.0,642613.0,20.0,30,117567.0,False,False,True,0.859,False,220676.0,18,22.03,0.26,0.247,False,train
rec_0001432,farmer_0792454,Kirinyaga,,2.428,tea,sugarcane,739.1,0.77,False,0.779,107925.0,430976.0,2.213,35,59755.0,False,False,False,0.458,False,162920.0,9,11.63,0.163,0.202,False,train
rec_0001433,farmer_1438702,Turkana,,1.756,maize,,1181.5,0.669,False,0.579,58648.0,258277.0,4.0,72,94690.0,False,True,False,0.801,False,140343.0,18,15.89,0.094,0.225,False,test
rec_0001434,farmer_0058068,Vihiga,,1.181,dairy-fodder,rice,596.2,0.452,True,0.535,32414.0,369248.0,13.808,41,82311.0,False,False,False,0.564,False,198573.0,18,23.85,0.855,0.486,False,test
rec_0001435,farmer_0095416,Laikipia,,2.973,millet,,1786.7,0.564,False,0.679,85620.0,159659.0,1.852,25,77009.0,True,True,True,0.197,False,130623.0,9,16.48,0.82,0.514,False,train
rec_0001436,farmer_0693545,Narok,,6.404,beans,,1207.3,0.706,False,0.533,217982.0,700470.0,1.8,59,128543.0,False,False,True,0.462,False,271059.0,9,18.83,0.28,0.133,False,train
rec_0001437,farmer_1010332,Tharaka-Nithi,,0.789,horticulture,,756.9,0.616,True,0.566,33835.0,788985.0,16.487,22,140083.0,False,True,True,0.714,False,207025.0,9,21.12,0.193,0.206,False,train
rec_0001438,farmer_0672739,Kirinyaga,,2.356,maize,horticulture,1045.1,0.661,False,0.461,70749.0,277100.0,3.63,59,92929.0,False,False,False,0.504,False,131498.0,9,22.26,0.163,0.258,False,train
rec_0001439,farmer_1455541,Machakos,,1.909,rice,,888.6,0.672,True,0.378,80012.0,253479.0,3.459,63,211156.0,False,True,False,0.454,False,78162.0,12,16.7,0.323,0.268,False,train
rec_0001440,farmer_1828547,Taita-Taveta,,1.564,dairy-fodder,,855.2,0.63,True,0.666,74294.0,574431.0,15.811,68,86339.0,False,False,False,0.638,False,152244.0,6,17.26,0.246,0.223,False,train
rec_0001441,farmer_1883687,Makueni,,1.76,maize,,1394.8,0.559,False,0.472,77531.0,252107.0,3.724,26,214122.0,False,False,True,0.47,False,83212.0,24,25.64,0.654,0.515,True,train
rec_0001442,farmer_1329278,Narok,,1.989,tea,beans,1055.2,0.642,False,0.532,72901.0,391634.0,2.617,60,234041.0,False,False,False,0.673,False,101000.0,24,24.0,0.28,0.349,False,train
rec_0001443,farmer_1454988,Siaya,,4.424,maize,,770.2,0.412,False,0.574,160247.0,444469.0,2.867,21,128532.0,False,False,False,0.621,False,139054.0,18,20.94,0.689,0.301,False,train
rec_0001444,farmer_0828802,Siaya,,1.796,beans,,862.3,0.575,False,0.695,65941.0,173716.0,1.634,62,141983.0,False,False,False,0.493,False,64672.0,3,20.29,0.689,0.34,False,train
rec_0001445,farmer_1375576,Makueni,,1.355,maize,wheat,1134.6,0.542,True,0.65,46402.0,145386.0,2.992,27,69443.0,False,True,True,0.692,False,59632.0,18,17.92,0.654,0.376,False,train
rec_0001446,farmer_0452585,Migori,,0.676,dairy-fodder,,1220.0,0.747,False,0.368,24041.0,372618.0,19.56,17,141400.0,False,True,False,0.715,False,182364.0,3,22.75,0.263,0.243,False,train
rec_0001447,farmer_0416505,Siaya,,1.341,maize,,667.8,0.721,False,0.56,24565.0,106305.0,2.531,34,0,False,False,False,0.562,False,108320.0,24,23.85,0.689,0.483,True,train
rec_0001448,farmer_0031057,Kwale,,5.631,potato,,1150.9,0.622,True,0.435,205654.0,3202398.0,19.844,48,45003.0,True,True,False,0.54,False,1132696.0,18,18.72,0.136,0.032,False,train
rec_0001449,farmer_0688246,Nakuru,,2.275,maize,sugarcane,650.4,0.459,False,0.5,82887.0,152185.0,1.85,10,126262.0,False,True,False,0.366,False,165029.0,24,18.65,0.949,0.472,False,test
rec_0001450,farmer_1880035,Garissa,,0.711,coffee,,876.9,0.5,False,0.546,31169.0,96534.0,1.427,40,155621.0,False,False,False,0.68,False,107536.0,24,12.01,0.91,0.58,False,train
rec_0001451,farmer_0172584,Kiambu,,1.906,potato,,729.1,0.336,False,0.512,71888.0,833662.0,15.555,56,0,False,False,False,0.493,False,328962.0,24,20.49,0.947,0.404,False,train
rec_0001452,farmer_1021045,Homa Bay,,1.403,maize,,408.5,0.53,False,0.506,44928.0,118105.0,2.422,26,64400.0,False,False,False,0.552,False,49076.0,6,25.0,0.513,0.401,False,train
rec_0001453,farmer_0956865,Bungoma,,3.448,maize,,1159.6,0.454,False,0.612,145298.0,446216.0,3.694,15,211769.0,False,False,False,0.53,False,218578.0,3,15.12,0.753,0.238,False,train
rec_0001454,farmer_0079132,Nyamira,,1.464,potato,beans,506.2,0.347,False,0.475,37117.0,657509.0,17.511,51,16787.0,False,False,True,0.603,True,297396.0,24,10.79,0.966,0.392,False,train
rec_0001455,farmer_0126843,Trans Nzoia,,1.307,maize,maize,1420.6,0.745,True,0.674,37378.0,172646.0,4.0,45,232040.0,False,False,True,0.338,False,64280.0,24,18.72,0.212,0.45,False,train
rec_0001456,farmer_0386073,Marsabit,,4.117,horticulture,,1315.9,0.746,True,0.646,145509.0,6207181.0,20.0,59,154133.0,False,False,True,0.518,False,2246736.0,6,12.9,0.018,0.0,False,test
rec_0001457,farmer_1220110,Trans Nzoia,,3.26,tea,millet,878.9,0.662,False,0.557,129067.0,732193.0,2.652,49,291301.0,False,True,False,0.527,False,306233.0,12,24.47,0.212,0.157,False,train
rec_0001458,farmer_1708011,Siaya,,1.288,sorghum,,785.7,0.46,True,0.393,47967.0,61157.0,1.737,54,0,False,False,False,0.543,True,10000,12,20.23,0.689,0.489,False,train
rec_0001459,farmer_0888316,Laikipia,,2.458,wheat,,1770.7,0.586,False,0.595,79741.0,273868.0,3.341,48,179915.0,False,False,False,0.251,False,154576.0,6,16.4,0.82,0.328,False,train
rec_0001460,farmer_0296745,Busia,,1.922,sorghum,horticulture,582.5,0.565,False,0.486,64958.0,113795.0,2.0,33,95487.0,False,False,False,0.507,False,50673.0,9,24.54,0.693,0.401,False,train
rec_0001461,farmer_1128354,Migori,,1.155,horticulture,,1185.1,0.698,False,0.594,46995.0,1462233.0,19.153,44,64215.0,False,False,True,0.643,True,567123.0,12,14.14,0.263,0.12,False,test
rec_0001462,farmer_1314798,Elgeyo-Marakwet,,3.719,beans,,812.3,0.543,False,0.435,120921.0,297295.0,1.207,51,135468.0,False,False,False,0.707,False,123845.0,6,18.6,0.467,0.203,False,train
rec_0001463,farmer_0469156,Samburu,,0.973,maize,beans,1533.2,0.617,False,0.553,35640.0,139002.0,3.758,21,89566.0,True,False,False,0.534,False,32885.0,6,15.84,0.415,0.594,False,train
rec_0001464,farmer_0396216,Siaya,,1.356,sorghum,,842.9,0.501,False,0.638,55597.0,75643.0,1.582,44,131817.0,False,False,False,0.553,False,74189.0,24,27.56,0.689,0.594,False,train
rec_0001465,farmer_0602585,Tana River,,5.702,maize,maize,1051.2,0.804,False,0.551,204918.0,729305.0,4.0,63,116448.0,False,True,False,0.524,False,313328.0,18,23.01,0.129,0.125,False,train
rec_0001466,farmer_0445685,Bungoma,,1.758,potato,,1050.4,0.44,True,0.421,79123.0,833471.0,19.491,76,203947.0,False,False,False,0.635,False,304038.0,12,18.82,0.753,0.274,False,train
rec_0001467,farmer_1376074,Taita-Taveta,,0.747,rice,,906.2,0.548,False,0.484,25365.0,100590.0,3.271,47,272218.0,False,False,False,0.502,False,11259.0,6,16.74,0.246,0.418,False,train
rec_0001468,farmer_0250719,Tharaka-Nithi,,1.85,maize,dairy-fodder,521.9,0.593,False,0.336,61786.0,270607.0,3.721,96,87817.0,False,False,False,0.396,False,163217.0,6,21.41,0.193,0.304,False,train
rec_0001469,farmer_0628697,Isiolo,,1.28,wheat,,553.2,0.552,False,0.621,51249.0,106647.0,2.153,57,77795.0,False,True,False,0.498,False,83381.0,24,21.13,0.33,0.461,True,train
rec_0001470,farmer_0361046,Elgeyo-Marakwet,,1.109,coffee,dairy-fodder,870.6,0.557,True,0.726,39351.0,177776.0,1.619,80,57061.0,False,False,False,0.435,False,43688.0,6,16.98,0.467,0.392,False,train
rec_0001471,farmer_1325803,Migori,,1.033,maize,,1228.6,0.723,False,0.491,31586.0,112790.0,3.557,61,139684.0,False,True,False,0.684,False,81484.0,24,20.78,0.263,0.388,False,train
rec_0001472,farmer_1731272,West Pokot,,1.455,wheat,,865.9,0.393,False,0.628,47730.0,152953.0,2.78,84,104273.0,False,False,False,0.473,False,60881.0,9,18.14,0.895,0.463,True,train
rec_0001473,farmer_0669475,Taita-Taveta,,0.804,dairy-fodder,,1038.5,0.743,False,0.706,29311.0,366335.0,18.425,68,120952.0,False,True,False,0.553,False,150581.0,12,20.2,0.246,0.297,False,test
rec_0001474,farmer_0060651,Bomet,,2.287,maize,millet,1201.0,0.645,True,0.554,71184.0,261858.0,3.737,38,0,False,False,False,0.694,False,137506.0,24,21.53,0.28,0.336,False,train
rec_0001475,farmer_1529510,Kwale,,1.575,maize,,883.1,0.821,False,0.684,54600.0,188581.0,3.555,46,37937.0,False,False,True,0.56,True,87165.0,3,16.23,0.136,0.227,False,test
rec_0001476,farmer_1195299,Turkana,,1.083,tea,,818.1,0.802,False,0.563,40193.0,187576.0,2.461,35,109018.0,False,True,True,0.809,False,93731.0,18,8.83,0.094,0.234,False,train
rec_0001477,farmer_0526178,Laikipia,,1.821,rice,tea,1498.4,0.44,False,0.455,55083.0,294087.0,4.025,23,20667.0,False,True,True,0.614,False,80011.0,6,19.86,0.82,0.285,False,test
rec_0001478,farmer_1792836,Uasin Gishu,,1.351,maize,,1251.5,0.523,False,0.56,50828.0,168775.0,3.779,43,68826.0,False,False,True,0.372,False,105732.0,3,13.95,0.781,0.389,True,test
rec_0001479,farmer_0126370,West Pokot,,2.703,beans,beans,1080.1,0.41,False,0.63,108168.0,188139.0,1.242,54,93250.0,False,False,False,0.368,False,73010.0,24,12.4,0.895,0.489,False,train
rec_0001480,farmer_0381865,Kisii,,2.522,horticulture,,992.2,0.617,False,0.712,92494.0,3305660.0,19.182,43,209272.0,False,False,False,0.449,False,1188178.0,18,17.83,0.307,0.023,False,train
rec_0001481,farmer_0397215,Migori,,1.554,coffee,,1295.7,0.657,False,0.599,31293.0,208337.0,1.495,62,317335.0,False,False,False,0.476,True,51979.0,12,16.79,0.263,0.315,False,train
rec_0001482,farmer_1628646,Isiolo,,0.821,rice,,521.7,0.72,False,0.676,20022.0,132512.0,3.187,52,67329.0,False,False,False,0.848,True,48068.0,18,15.64,0.33,0.373,False,train
rec_0001483,farmer_1945831,Makueni,,2.362,wheat,,1072.5,0.556,False,0.542,84107.0,234445.0,2.771,47,173039.0,False,False,False,0.552,False,89071.0,3,26.06,0.654,0.31,False,train
rec_0001484,farmer_1200023,Bungoma,,2.744,potato,dairy-fodder,776.9,0.415,True,0.656,85086.0,1379922.0,20.495,48,54205.0,False,False,True,0.531,False,538497.0,3,17.07,0.753,0.114,False,train
rec_0001485,farmer_0258772,Trans Nzoia,,1.778,horticulture,,773.0,0.854,False,0.649,41551.0,2180917.0,17.475,44,139711.0,False,False,False,0.527,False,793925.0,24,20.44,0.212,0.066,False,train
rec_0001486,farmer_1952486,Kwale,,3.137,maize,,1261.1,0.732,False,0.584,136607.0,417789.0,3.449,45,292899.0,False,False,True,0.704,True,176722.0,24,11.12,0.136,0.229,False,train
rec_0001487,farmer_0176665,Kiambu,,2.312,maize,maize,803.0,0.226,False,0.39,75221.0,173274.0,2.345,8,67096.0,False,False,True,0.264,False,89789.0,3,18.34,0.947,0.442,False,train
rec_0001488,farmer_1745494,Nyeri,,2.844,sorghum,sorghum,1296.8,0.619,False,0.545,81731.0,182473.0,1.921,80,114354.0,False,True,False,0.843,False,169835.0,3,20.95,0.26,0.151,False,train
rec_0001489,farmer_1669862,Tana River,,2.001,beans,,1372.6,0.702,False,0.501,69398.0,170417.0,1.64,32,48639.0,False,False,False,0.744,False,85963.0,3,16.24,0.129,0.203,False,train
rec_0001490,farmer_0361664,Marsabit,,1.394,beans,,1618.2,0.702,False,0.759,50136.0,139851.0,1.8,47,26354.0,False,False,False,0.534,True,54069.0,9,9.58,0.018,0.274,False,train
rec_0001491,farmer_0187264,Turkana,,1.789,tea,coffee,1012.8,0.775,False,0.512,83222.0,396992.0,2.681,28,130062.0,False,False,False,0.671,False,193887.0,9,18.15,0.094,0.22,False,test
rec_0001492,farmer_1960421,Wajir,,2.6,maize,sorghum,586.9,0.532,False,0.448,75252.0,215088.0,2.348,43,105004.0,False,False,True,0.41,False,10000,9,16.18,0.801,0.326,False,train
rec_0001493,farmer_0456933,Turkana,,2.257,wheat,,1116.6,0.872,False,0.828,87224.0,285500.0,3.5,65,109416.0,False,False,True,0.637,False,143702.0,24,13.1,0.094,0.258,False,train
rec_0001494,farmer_1820527,Taita-Taveta,,1.062,potato,,874.3,0.673,False,0.542,33680.0,623764.0,25.0,65,37808.0,False,False,True,0.581,True,263466.0,24,27.44,0.246,0.385,False,train
rec_0001495,farmer_0258470,Kericho,,3.72,maize,dairy-fodder,1233.7,0.585,False,0.696,137251.0,498215.0,3.721,44,166383.0,False,True,False,0.749,False,220204.0,6,20.45,0.62,0.15,False,train
rec_0001496,farmer_1772473,Marsabit,,1.031,horticulture,,1515.8,0.759,False,0.755,51029.0,1560139.0,20.0,33,105563.0,False,False,True,0.778,False,587607.0,3,17.92,0.018,0.079,False,train
rec_0001497,farmer_1133864,Kisumu,,0.861,sorghum,,791.2,0.523,False,0.658,3651.0,48426.0,1.629,27,0,True,False,True,0.667,True,76955.0,9,14.81,0.467,0.62,False,test
rec_0001498,farmer_0952965,Kilifi,,2.782,beans,tea,834.4,0.518,False,0.656,100452.0,204741.0,1.217,24,235080.0,False,False,False,0.431,False,44756.0,18,16.94,0.634,0.386,False,train
rec_0001499,farmer_1196465,Migori,,0.682,horticulture,sugarcane,1535.4,0.683,False,0.57,39481.0,808291.0,19.726,44,94123.0,False,True,False,0.594,False,303253.0,18,9.98,0.263,0.236,False,train
rec_0001500,farmer_0130944,Uasin Gishu,,1.671,coffee,maize,1154.9,0.413,False,0.592,48110.0,205275.0,1.463,47,35360.0,False,False,True,0.639,False,59220.0,6,20.55,0.781,0.369,False,test
rec_0001501,farmer_1397030,Kiambu,,1.273,sorghum,millet,707.4,0.464,True,0.5,36246.0,65548.0,1.636,59,67283.0,False,True,False,0.526,False,66884.0,12,20.0,0.947,0.442,False,train
rec_0001502,farmer_1317097,Nairobi,,0.573,wheat,,1059.3,0.758,False,0.544,6753.0,76116.0,3.086,39,151476.0,False,True,False,0.745,False,64660.0,24,21.09,0.247,0.427,False,train
rec_0001503,farmer_1131927,Samburu,,0.748,sorghum,coffee,1201.7,0.551,False,0.595,19500.0,50667.0,2.241,9,303128.0,False,False,False,0.65,False,68553.0,3,20.51,0.415,0.409,False,train
rec_0001504,farmer_1820230,Siaya,,1.824,horticulture,,597.4,0.395,True,0.605,62278.0,2104720.0,14.672,43,225795.0,False,False,True,0.461,True,775631.0,24,14.62,0.689,0.128,False,train
rec_0001505,farmer_1106349,Narok,,0.868,potato,,1115.8,0.518,True,0.381,19623.0,464850.0,24.418,39,161100.0,False,False,False,0.631,True,219496.0,6,13.24,0.28,0.284,False,train
rec_0001506,farmer_0472159,Mombasa,,2.699,dairy-fodder,,1286.7,0.628,True,0.581,105356.0,1338562.0,18.053,56,82627.0,True,False,False,0.409,False,359018.0,9,23.67,0.12,0.254,False,train
rec_0001507,farmer_1559607,Machakos,,1.219,millet,,833.6,0.69,False,0.755,21456.0,66993.0,1.827,51,49457.0,False,False,False,0.806,False,18066.0,24,23.13,0.323,0.425,False,train
rec_0001508,farmer_0308656,Kericho,,1.103,dairy-fodder,,1426.6,0.385,False,0.505,30017.0,475192.0,17.598,44,221667.0,False,False,False,0.536,False,226888.0,24,25.61,0.62,0.52,False,test
rec_0001509,farmer_0542634,Vihiga,,0.69,beans,,616.6,0.472,False,0.607,19318.0,45870.0,1.24,71,148301.0,False,True,False,0.564,False,20037.0,3,15.14,0.855,0.411,False,train
rec_0001510,farmer_0121907,Busia,,2.002,millet,,556.0,0.505,True,0.456,69068.0,67935.0,1.32,61,127114.0,False,False,False,0.361,False,73867.0,6,16.86,0.693,0.393,False,train
rec_0001511,farmer_0751152,Kirinyaga,,3.872,maize,sugarcane,852.9,0.561,False,0.65,135502.0,524763.0,3.792,55,223573.0,False,False,False,0.511,False,230664.0,9,21.11,0.163,0.194,False,train
rec_0001512,farmer_0205344,Nyeri,,2.221,maize,,1210.0,0.581,True,0.6,72025.0,237028.0,3.584,61,176221.0,False,False,False,0.712,False,62153.0,3,18.14,0.26,0.219,False,test
rec_0001513,farmer_0673971,Tana River,,4.357,horticulture,,1093.9,0.667,True,0.682,157225.0,6670336.0,20.0,46,17500.0,False,True,False,0.654,True,2319758.0,6,18.36,0.129,0.0,False,train
rec_0001514,farmer_1089080,Mombasa,,1.432,sugarcane,beans,1451.1,0.835,False,0.583,42272.0,465730.0,80.0,47,123479.0,False,False,True,0.591,False,170571.0,24,17.04,0.12,0.289,False,train
rec_0001515,farmer_0577888,Siaya,,1.515,coffee,millet,761.4,0.377,True,0.509,59356.0,172032.0,1.195,39,222362.0,False,False,True,0.533,False,93776.0,9,18.88,0.689,0.438,False,train
rec_0001516,farmer_1740523,Kericho,,2.089,coffee,,1086.8,0.531,False,0.587,89532.0,336487.0,1.619,13,96164.0,False,False,False,0.436,True,133771.0,24,14.82,0.62,0.429,False,train
rec_0001517,farmer_1351549,Kirinyaga,,1.902,potato,,764.2,0.803,False,0.395,72392.0,1098700.0,20.687,64,221926.0,False,True,False,0.964,True,375528.0,12,20.67,0.163,0.083,False,train
rec_0001518,farmer_1597384,Kirinyaga,,3.389,coffee,horticulture,808.5,0.627,False,0.477,143261.0,479206.0,1.547,13,179889.0,False,True,False,0.733,False,178789.0,24,13.87,0.163,0.194,False,train
rec_0001519,farmer_1238987,Kirinyaga,,2.674,dairy-fodder,,673.5,0.794,False,0.653,96904.0,1071188.0,15.166,19,42560.0,False,False,False,0.623,False,459149.0,6,17.14,0.163,0.093,False,train
rec_0001520,farmer_1917560,Murang'a,,0.402,dairy-fodder,,705.5,0.484,False,0.553,27860.0,152234.0,16.96,68,219470.0,False,True,True,0.554,False,127374.0,12,16.3,0.827,0.516,False,train
rec_0001521,farmer_0604281,Mombasa,,0.741,dairy-fodder,,1463.8,0.73,False,0.685,24538.0,384963.0,18.741,49,47208.0,False,False,False,0.655,False,223628.0,18,21.93,0.12,0.374,False,test
rec_0001522,farmer_0473433,Elgeyo-Marakwet,,1.64,tea,,877.7,0.439,False,0.509,48348.0,229112.0,2.028,11,112251.0,False,False,False,0.413,False,99783.0,18,16.32,0.467,0.437,False,train
rec_0001523,farmer_1182857,Garissa,,0.847,maize,,793.2,0.498,True,0.488,37680.0,95743.0,3.262,70,64801.0,False,True,False,0.549,False,65206.0,6,17.82,0.91,0.427,False,train
rec_0001524,farmer_1473917,Baringo,,2.15,horticulture,,1040.6,0.797,False,0.762,78733.0,2387870.0,16.173,18,162767.0,False,True,False,0.701,False,855715.0,24,15.06,0.155,0.035,False,train
rec_0001525,farmer_1328176,Homa Bay,,1.83,horticulture,,796.7,0.568,True,0.503,75015.0,2142871.0,15.834,68,32662.0,False,False,False,0.536,False,759849.0,24,14.02,0.513,0.098,False,train
rec_0001526,farmer_0156782,Murang'a,,0.412,maize,,620.6,0.518,False,0.424,19509.0,35116.0,2.481,20,298291.0,False,True,False,0.614,False,10000,12,15.58,0.827,0.51,False,train
rec_0001527,farmer_0273298,Nyandarua,,0.605,sugarcane,potato,1071.2,0.752,True,0.742,33355.0,178829.0,71.276,22,171151.0,False,True,True,0.543,False,50441.0,18,24.31,0.365,0.447,False,train
rec_0001528,farmer_0254397,Isiolo,,1.747,sugarcane,,473.7,0.754,True,0.741,60776.0,464369.0,61.893,46,28736.0,False,True,False,0.567,False,218609.0,12,14.08,0.33,0.19,False,train
rec_0001529,farmer_0939664,Siaya,,1.732,maize,,800.6,0.441,False,0.546,57112.0,203409.0,3.209,53,50596.0,False,False,False,0.521,False,179218.0,12,22.41,0.689,0.429,True,train
rec_0001530,farmer_1867932,Kirinyaga,,1.357,wheat,,901.8,0.711,False,0.55,28146.0,187914.0,3.219,34,141360.0,False,False,False,0.781,False,71001.0,9,20.74,0.163,0.265,False,train
rec_0001531,farmer_0533051,Kitui,,1.197,maize,,556.9,0.72,True,0.681,11399.0,121404.0,3.214,46,105529.0,False,True,False,0.494,False,10000,9,19.64,0.052,0.263,False,test
rec_0001532,farmer_1698602,Siaya,,1.082,coffee,,586.8,0.391,False,0.453,27538.0,99940.0,1.067,64,294660.0,False,True,True,0.661,False,10000,9,20.21,0.689,0.397,False,train
rec_0001533,farmer_1140522,Kisii,,1.895,dairy-fodder,,764.1,0.745,False,0.551,58379.0,673972.0,16.382,48,55660.0,False,False,False,0.542,False,213768.0,24,15.29,0.307,0.252,False,train
rec_0001534,farmer_1905453,West Pokot,,0.771,horticulture,,964.7,0.258,False,0.501,45895.0,711560.0,12.304,61,176310.0,False,False,False,0.457,False,318152.0,3,16.86,0.895,0.407,False,train
rec_0001535,farmer_1393122,Narok,,2.882,maize,,1405.7,0.706,True,0.566,99863.0,411591.0,3.742,4,0,False,True,False,0.672,False,143970.0,12,9.43,0.28,0.142,False,train
rec_0001536,farmer_1641052,Migori,,0.846,dairy-fodder,,1262.1,0.675,False,0.571,24534.0,476522.0,19.904,24,139062.0,False,False,True,0.42,False,232303.0,6,23.41,0.263,0.333,False,train
rec_0001537,farmer_1795225,Wajir,,2.185,maize,,592.8,0.27,False,0.496,68457.0,144987.0,2.003,52,41492.0,False,True,False,0.487,False,43318.0,24,15.51,0.801,0.46,False,train
rec_0001538,farmer_1511318,West Pokot,,1.899,rice,wheat,963.4,0.293,False,0.54,64630.0,319561.0,3.404,54,200426.0,False,False,False,0.344,False,154202.0,12,20.67,0.895,0.474,False,train
rec_0001539,farmer_1226408,Embu,,1.778,maize,,615.9,0.394,False,0.522,60753.0,136923.0,2.38,52,56192.0,False,False,False,0.511,False,87201.0,6,28.0,0.567,0.43,False,train
rec_0001540,farmer_1516525,Embu,,0.584,millet,,557.1,0.498,False,0.583,21800.0,28990.0,1.719,74,0,False,False,False,0.477,False,42056.0,3,21.53,0.567,0.513,False,train
rec_0001541,farmer_1577265,Bomet,,0.662,rice,,1179.0,0.738,False,0.547,11858.0,110645.0,3.849,24,162966.0,False,False,False,0.692,True,49279.0,24,18.03,0.28,0.472,False,train
rec_0001542,farmer_1316715,Isiolo,,2.982,tea,,748.2,0.556,True,0.693,105076.0,442562.0,2.022,69,238221.0,False,False,False,0.561,True,127008.0,24,11.14,0.33,0.279,False,test
rec_0001543,farmer_1751289,Kericho,,4.091,dairy-fodder,,1037.5,0.417,True,0.445,137110.0,1604787.0,15.092,30,101568.0,True,True,False,0.471,False,647004.0,18,26.94,0.62,0.239,False,train
rec_0001544,farmer_0462920,Trans Nzoia,,3.111,sugarcane,sugarcane,1179.3,0.708,False,0.423,95880.0,981867.0,77.084,85,125913.0,False,True,True,0.699,False,403162.0,3,17.6,0.212,0.069,False,test
rec_0001545,farmer_1020978,Embu,,0.997,rice,horticulture,694.6,0.565,False,0.546,52040.0,150047.0,3.679,21,79151.0,False,False,True,0.643,True,92878.0,9,21.31,0.567,0.436,False,test
rec_0001546,farmer_0742153,Elgeyo-Marakwet,,2.037,sorghum,,994.1,0.556,False,0.483,51800.0,78093.0,1.371,63,137714.0,False,True,False,0.707,True,50821.0,18,18.71,0.467,0.308,False,train
rec_0001547,farmer_0735359,Baringo,,0.79,wheat,,1219.1,0.712,False,0.644,49950.0,91721.0,3.5,32,233487.0,False,True,True,0.628,False,68968.0,9,19.05,0.155,0.339,False,train
rec_0001548,farmer_0255069,Busia,,3.37,maize,,615.5,0.454,True,0.627,121771.0,232976.0,2.232,21,51439.0,False,False,True,0.629,False,136295.0,24,18.41,0.693,0.39,False,train
rec_0001549,farmer_0672964,Kisii,,2.002,potato,,752.2,0.729,True,0.778,83133.0,1155007.0,22.132,28,125598.0,False,True,False,0.521,True,456657.0,24,12.91,0.307,0.145,False,train
rec_0001550,farmer_0952288,Murang'a,,0.848,beans,,831.2,0.423,False,0.492,34300.0,55449.0,1.273,0,154550.0,False,True,True,0.74,False,24033.0,3,15.87,0.827,0.377,False,train
rec_0001551,farmer_1163528,Migori,,0.828,maize,coffee,1126.6,0.817,False,0.536,12299.0,107493.0,3.916,42,48049.0,True,False,True,0.561,False,145298.0,6,16.09,0.263,0.534,False,train
rec_0001552,farmer_1136181,Wajir,,2.663,coffee,,566.5,0.468,False,0.387,94549.0,358651.0,1.38,81,0,False,False,False,0.628,False,225589.0,3,19.66,0.801,0.264,False,train
rec_0001553,farmer_1748140,Makueni,,2.463,maize,,1177.7,0.572,True,0.602,82545.0,268259.0,3.66,63,0,False,True,False,0.563,True,72238.0,12,11.22,0.654,0.234,False,train
rec_0001554,farmer_1018077,Bomet,,1.828,potato,,1123.3,0.685,False,0.595,54180.0,953157.0,22.641,48,104029.0,False,True,False,0.771,False,391216.0,12,20.65,0.28,0.121,False,train
rec_0001555,farmer_0586698,Isiolo,,1.418,dairy-fodder,,489.7,0.604,True,0.455,60933.0,485510.0,14.827,49,52216.0,False,False,False,0.585,False,187480.0,6,12.2,0.33,0.242,False,train
rec_0001556,farmer_0769775,Isiolo,,1.602,tea,,432.1,0.557,False,0.443,53358.0,249505.0,2.013,52,160077.0,False,True,True,0.668,False,104809.0,9,18.28,0.33,0.253,False,test
rec_0001557,farmer_1171115,Bomet,,1.775,sorghum,coffee,1518.4,0.723,False,0.577,48145.0,146826.0,2.5,0,167875.0,False,False,False,0.623,False,130305.0,6,10.8,0.28,0.228,False,test
rec_0001558,farmer_1160114,Mombasa,,1.524,maize,,1412.9,0.786,True,0.627,56021.0,222944.0,4.0,35,130881.0,False,False,False,0.421,False,132708.0,24,16.23,0.12,0.382,False,train
rec_0001559,farmer_1015819,Kakamega,,3.003,maize,,899.6,0.447,False,0.575,101646.0,267931.0,2.536,52,246211.0,True,False,False,0.426,False,118897.0,3,20.55,0.958,0.537,True,train
rec_0001560,farmer_0763898,Embu,,0.979,rice,,614.0,0.611,True,0.581,42481.0,176825.0,3.695,62,153925.0,False,True,False,0.708,False,96337.0,3,19.72,0.567,0.296,False,test
rec_0001561,farmer_0099827,Isiolo,,3.14,potato,tea,662.9,0.64,False,0.511,123424.0,1729715.0,19.682,11,71525.0,False,False,False,0.656,False,606430.0,18,16.73,0.33,0.081,False,test
rec_0001562,farmer_0351254,Kericho,,1.133,millet,rice,1194.4,0.538,True,0.745,43053.0,62279.0,1.67,54,144487.0,False,False,False,0.564,False,22702.0,24,17.22,0.62,0.546,False,train
rec_0001563,farmer_1028416,Kirinyaga,,4.477,maize,maize,889.2,0.714,True,0.498,147622.0,500283.0,3.239,27,57010.0,False,False,True,0.402,True,230336.0,24,19.99,0.163,0.242,False,train
